timestamp,test_phase,command_type,command_value,turret_velocity_rps,turret_position_rot,motor_voltage,stator_current,supply_voltage
178.412486,0.0,0.0,0.014580300000005764,0.0,0.5234375,-0.08,20.12,11.819739746093749
178.479655,0.0,0.0,0.034992600000003905,0.0,0.5234375,-0.08,-20.28,11.819739746093749
178.486593,0.0,0.0,0.0370740000000012,0.0,0.5234375,-0.08,-20.32,11.800892333984375
178.4998,0.0,0.0,0.0410363999999987,0.0,0.5234375,-0.08,-20.44,11.800892333984375
178.518517,0.0,0.0,0.04665150000000153,0.0,0.5234375,-0.09,-20.54,11.800892333984375
178.537438,0.0,0.0,0.05232780000000332,0.0,0.5234375,-0.09,-19.48,11.788327392578125
178.556471,0.0,0.0,0.058031700000003635,0.0,0.5234375,-0.09,-20.36,11.800892333984375
178.576171,0.0,0.0,0.06392520000000275,0.0,0.5234375,-0.09,-20.36,11.800892333984375
178.602697,0.0,0.0,0.07189979999999992,0.0,0.5234375,-0.09,-20.42,11.8071748046875
178.619058,0.0,0.0,0.07681379999999934,0.0,0.5234375,-0.09,-18.46,11.800892333984375
178.636588,0.0,0.0,0.08207249999999817,0.0,0.5234375,-0.09,-19.88,11.788327392578125
178.656845,0.0,0.0,0.08811059999999883,0.0,0.5234375,-0.09,-20.3,11.826022216796874
178.678901,0.0,0.0,0.09476640000000032,0.0,0.5234375,0.08,2.9,11.851152099609374
178.706856,0.0,0.0,0.10315289999999777,0.0,0.5234375,0.09,0.6,11.857434570312499
178.718728,0.0,0.0,0.10671450000000106,0.0,0.5234375,0.1,0.56,11.857434570312499
178.738075,0.0,0.0,0.11251890000000343,0.0,0.5234375,0.1,0.68,11.844869628906249
178.758703,0.0,0.0,0.11870160000000567,0.0,0.5234375,0.11,0.62,11.86999951171875
178.779275,0.0,0.0,0.12487860000000522,0.0,0.5234375,0.11,0.62,11.863717041015624
178.797213,0.0,0.0,0.13023210000000346,0.0,0.5234375,0.12,0.72,11.844869628906249
178.816059,0.0,0.0,0.1359140999999994,0.0,0.5234375,0.13,0.68,11.851152099609374
178.838523,0.0,0.0,0.1426476000000008,0.0,0.5234375,0.13,0.74,11.86999951171875
178.858743,0.0,0.0,0.1485410999999999,0.0,0.5234375,0.14,0.76,11.857434570312499
178.881485,0.0,0.0,0.1555140000000023,0.0,0.5234375,0.14,0.72,11.857434570312499
178.899238,0.0,0.0,0.16086750000000052,0.0,0.5234375,0.15,0.68,11.851152099609374
178.920181,0.0,0.0,0.16708919999999808,0.0,0.5234375,0.16,0.8,11.838587158203124
178.940233,0.0,0.0,0.17316600000000335,0.0,0.5234375,0.16,0.72,11.844869628906249
178.958338,0.0,0.0,0.17859750000000077,0.0,0.5234375,0.17,0.7000000000000001,11.851152099609374
178.978261,0.0,0.0,0.18457440000000247,0.0,0.5234375,0.17,0.72,11.857434570312499
178.995865,0.0,0.0,0.18985560000000418,0.0,0.5234375,0.18,0.72,11.851152099609374
179.016325,0.0,0.0,0.195988200000005,0.0,0.5234375,0.18,0.7000000000000001,11.857434570312499
179.040885,0.0,0.0,0.20331180000000018,0.0,0.5234375,0.19,0.8,11.844869628906249
179.056504,0.0,0.0,0.20804759999999758,0.0,0.5234375,0.2,0.8200000000000001,11.844869628906249
179.076501,0.0,0.0,0.21404670000000295,0.0,0.5234375,0.2,0.8,11.826022216796874
179.098706,0.0,0.0,0.22070789999999932,0.0,0.5234375,0.21,0.86,11.863717041015624
179.118202,0.0,0.0,0.22652880000000264,0.0,0.5234375,0.22,0.88,11.832304687499999
179.138217,0.0,0.0,0.2325614999999999,0.0,0.5234375,0.22,0.84,11.86999951171875
179.156786,0.0,0.0,0.23813190000000473,0.0,0.5234375,0.23,0.92,11.844869628906249
179.178916,0.0,0.0,0.24477089999999746,0.0,0.5234375,0.23,0.9400000000000001,11.86999951171875
